iter	Logloss
227	0.08623946023
228	0.086013096
229	0.08559920686
230	0.08521341174
231	0.0850783864
232	0.08479105912
233	0.08453019923
234	0.08428935754
235	0.08412378012
236	0.0839250742
237	0.08374784647
238	0.08329396778
239	0.08306968785
240	0.08287597431
241	0.08264175202
242	0.08238826941
243	0.08212742699
244	0.0817771141
245	0.08158191738
246	0.0814143155
247	0.08095912536
248	0.08082152065
249	0.0806150894
250	0.08037458385
251	0.08007908719
252	0.07986723431
253	0.0797496587
254	0.0793988931
255	0.07914437773
256	0.07876994402
257	0.078636979
258	0.07841904871
259	0.07821939513
260	0.07787597589
261	0.07746166804
262	0.0772723876
263	0.07713486207
264	0.07706082109
265	0.07683257831
266	0.07656175689
267	0.07643199992
268	0.07622877257
269	0.07586981564
270	0.07543983844
271	0.0752346322
272	0.07512612237
273	0.07475491746
274	0.07461127501
275	0.07439614992
276	0.07419563578
277	0.07389738723
278	0.07355376374
279	0.07338948446
280	0.07323156924
281	0.07311662878
282	0.0729757865
283	0.07281989778
284	0.07255207001
285	0.07234324838
286	0.07214064637
287	0.07199420504
288	0.07181243351
289	0.07162443935
290	0.07144967016
291	0.07126745819
292	0.07093969768
293	0.07079643062
294	0.07066172739
295	0.0702648802
296	0.07015549044
297	0.0698957403
298	0.0696728862
299	0.06938695724
300	0.06908162485
301	0.06896052001
302	0.06882989874
303	0.0686515189
304	0.06844884855
305	0.06828545747
306	0.06804776165
307	0.06783789262
308	0.06760427369
309	0.06724944544
310	0.0670779372
311	0.0669218057
312	0.066725574
313	0.06655342088
314	0.06625712605
315	0.06614153913
316	0.06594253076
317	0.06578226659
318	0.06561106207
319	0.0652110308
320	0.06494368529
321	0.06475822911
322	0.06459204334
323	0.06428180071
324	0.06418784539
325	0.06404317468
326	0.06389713678
327	0.06369532923
328	0.06357723342
329	0.06342798504
330	0.06327031776
331	0.06317754638
332	0.06308191217
333	0.06290286854
334	0.06272356902
335	0.0626046727
336	0.06221105059
337	0.06215198204
338	0.06200452107
339	0.06186376484
340	0.06171135244
341	0.06153947119
342	0.06141408452
343	0.06128738952
344	0.06091735511
345	0.0606282671
346	0.06034442456
347	0.06015826548
348	0.05998756985
349	0.05980396888
350	0.05958786057
351	0.05944985108
352	0.0593743587
353	0.05926598194
354	0.05918157184
355	0.05899003036
356	0.05887087866
357	0.05873339772
358	0.05860984044
359	0.05834790147
360	0.0582154012
361	0.05809893027
362	0.05797857197
363	0.05779779631
364	0.05766220027
365	0.05750776999
366	0.05740970744
367	0.05707558053
368	0.05695175746
369	0.05677307897
370	0.05661303546
371	0.05643922125
372	0.05623350245
373	0.0560620702
374	0.05578283381
375	0.05554613171
376	0.05543643215
377	0.05525991076
378	0.05514543905
379	0.05500380891
380	0.05492941986
381	0.05483154377
382	0.0546553433
383	0.05451968397
384	0.05443292708
385	0.05405414469
386	0.05386510115
387	0.05374536185
388	0.05361493737
389	0.05345477848
390	0.05334693293
391	0.05321206597
392	0.05292560538
393	0.0528219615
394	0.05271844637
395	0.05255946302
396	0.05238201412
397	0.05228811816
398	0.05201012977
399	0.05190244876
400	0.05157705066
401	0.05149023846
402	0.05120217231
403	0.05083844607
404	0.05076219324
405	0.05063493857
406	0.05054804395
407	0.05043052806
408	0.05037286074
409	0.0502005366
410	0.05000286896
411	0.04982808589
412	0.0497223452
413	0.04965198489
414	0.04936308521
415	0.04927131306
416	0.04916205634
417	0.04897620109
418	0.04877774997
419	0.04869163688
420	0.04857325228
421	0.04831771726
422	0.04817938216
423	0.04808055327
424	0.04790806557
425	0.04780359552
426	0.04767398822
427	0.04752771225
428	0.04741487629
429	0.04725447829
430	0.04713574376
431	0.04693462774
432	0.04680944626
433	0.04670232551
434	0.0466433017
435	0.04654814615
436	0.04645941444
437	0.04635044122
438	0.04613987339
439	0.04600200961
440	0.04589112316
441	0.04577155429
442	0.04567950116
443	0.04556690528
444	0.04538630121
445	0.04526111544
446	0.04497300804
447	0.04487265549
448	0.04482251339
449	0.0446051928
450	0.04449553451
451	0.04432100169
452	0.04420504855
453	0.04403209122
454	0.04390186261
455	0.0436755014
456	0.04342597811
457	0.04321504145
458	0.04310716347
459	0.04297710042
460	0.04292294105
461	0.04282879973
462	0.04273707782
463	0.04263484265
464	0.04249948726
465	0.04239664818
466	0.04217425697
467	0.04209591723
468	0.0420134112
469	0.04194836463
470	0.04182511134
471	0.04170671652
472	0.04162977723
473	0.0415485548
474	0.04139752292
475	0.04127857973
476	0.0411683589
477	0.04105106463
478	0.04093508294
479	0.04081246301
480	0.04071172106
481	0.04063432819
482	0.04049081145
483	0.04043071966
484	0.04034648796
485	0.04017745649
486	0.04012158175
487	0.0400355635
488	0.03994896829
489	0.03977182036
490	0.03970868435
491	0.03951401949
492	0.03939503107
493	0.03927186453
494	0.03918225589
495	0.0390606684
496	0.03902149356
497	0.03890414961
498	0.03885364011
499	0.03875069739
500	0.03856557059
501	0.03848304361
502	0.03822979132
503	0.03818717845
504	0.03802999155
505	0.03796261729
506	0.0378607061
507	0.03767588464
508	0.03756485972
509	0.0374836623
510	0.03727950929
511	0.03721375256
512	0.0370607691
513	0.0368815128
514	0.03672148344
515	0.03663826533
516	0.03654272247
517	0.03645275709
518	0.03633202587
519	0.0361105674
520	0.0360182717
521	0.03586768105
522	0.0357816108
523	0.03567658856
524	0.0354941419
525	0.03529368334
526	0.03511971881
527	0.03501730263
528	0.03496565332
529	0.03481420472
530	0.03465095853
531	0.03457075724
532	0.03433387683
533	0.03422906356
534	0.03407800779
535	0.03403085695
536	0.03394355204
537	0.03390688631
538	0.03381170161
539	0.0337526929
540	0.03360960054
541	0.03352590705
542	0.03345304412
543	0.03334839713
544	0.03323926161
545	0.03320120636
546	0.03299281765
547	0.03294540685
548	0.03290774251
549	0.03283268156
550	0.03266189233
551	0.03255421102
552	0.03239912121
553	0.03236072095
554	0.03230613192
555	0.03221051846
556	0.03212481358
557	0.03201331619
558	0.03192614416
559	0.03187453418
560	0.03176120061
561	0.03171791385
562	0.03164336371
563	0.0316065896
564	0.03150013092
565	0.03139251927
566	0.03133218997
567	0.03120029266
568	0.03115283503
569	0.03109743789
570	0.03093024895
571	0.03079925009
572	0.03066229547
573	0.03047825457
574	0.03038541976
575	0.03020139849
576	0.03015069952
577	0.03004856983
578	0.02993200916
579	0.02980468596
580	0.02973613571
581	0.0297035302
582	0.02965124953
583	0.02960939869
584	0.02956354925
585	0.02950546763
586	0.02946219374
587	0.02942186669
588	0.02935999683
589	0.02932415413
590	0.0291741804
591	0.02905107283
592	0.02890406292
593	0.02885291785
594	0.02873105958
595	0.02863009323
596	0.02856780002
597	0.02853602615
598	0.02840816584
599	0.02831952735
600	0.02825933699
601	0.02821120536
602	0.02806583341
603	0.02791411026
604	0.02783588456
605	0.02780017931
606	0.02768126
607	0.02764068424
608	0.02759895961
609	0.02753450645
610	0.02739606573
611	0.02731133535
612	0.02723975428
613	0.02721191049
614	0.02716820407
615	0.02711710979
616	0.02704878389
617	0.02697229686
618	0.02692055237
619	0.02682994417
620	0.02674855872
621	0.02666400511
622	0.0265697091
623	0.02647551916
624	0.02638081031
625	0.02627383315
626	0.02621561848
627	0.02614646966
628	0.02608832608
629	0.02603827558
630	0.02597843909
631	0.02584114057
632	0.02570155845
633	0.02559797213
634	0.02556817963
635	0.02552851729
636	0.02549959822
637	0.0254378819
638	0.02528945418
639	0.02518672171
640	0.0250776565
641	0.02505073569
642	0.0250236062
643	0.0249690181
644	0.02479166853
645	0.02475233024
646	0.02469841531
647	0.02458960439
648	0.02456239296
649	0.02453468123
650	0.02448760888
651	0.0244464017
652	0.02431735712
653	0.02428537068
654	0.02425551722
655	0.02423423735
656	0.02415093856
657	0.02407975326
658	0.02399982021
659	0.02390729244
660	0.02374397507
661	0.02361221963
662	0.02354939014
663	0.02351078631
664	0.02348096919
665	0.02340751918
666	0.02328195572
667	0.02315651151
668	0.02302842195
669	0.02300435915
670	0.02297917261
671	0.02292562189
672	0.02283748136
673	0.02280665459
674	0.02275970318
675	0.02263877542
676	0.02258320607
677	0.02256308394
678	0.02252870957
679	0.02248054362
680	0.02245751979
681	0.02238555628
682	0.02229349183
683	0.02226688338
684	0.02220580555
685	0.02217522076
686	0.02208041539
687	0.0220587468
688	0.02203813649
689	0.02201146304
690	0.02199423381
691	0.02195876413
692	0.02192773851
693	0.02184604408
694	0.02181220094
695	0.02170865331
696	0.02159837025
697	0.02153757352
698	0.0215082564
699	0.02147552812
700	0.02142674844
701	0.02138881316
702	0.02137065688
703	0.0213221177
704	0.02129552706
705	0.02120591391
706	0.02118740379
707	0.02116668913
708	0.02112873762
709	0.0210996454
710	0.02107528361
711	0.02105174056
712	0.02097745944
713	0.02094996968
714	0.02092273841
715	0.02089826864
716	0.02078509449
717	0.02076436904
718	0.02064857759
719	0.02060318685
720	0.02052315073
721	0.02045432891
722	0.02040800021
723	0.02037365803
724	0.02030025308
725	0.02021097352
726	0.02014565349
727	0.02012723447
728	0.02004012017
729	0.01995008734
730	0.01989380291
731	0.01983897162
732	0.01979899538
733	0.0197408079
734	0.0197170851
735	0.01968414405
736	0.01963660421
737	0.01959638635
738	0.01952487321
739	0.01942836595
740	0.01936133371
741	0.01925895472
742	0.01922409661
743	0.01919839815
744	0.01912224506
745	0.01905974424
746	0.01902317318
747	0.01899685672
748	0.01894147966
749	0.01890535684
750	0.01888199791
751	0.01885370057
752	0.01882820066
753	0.01874349621
754	0.01870784049
755	0.01859358707
756	0.01850158313
757	0.01848237392
758	0.01845921364
759	0.01837098462
760	0.01833116831
761	0.01829199304
762	0.01827443397
763	0.01821644389
764	0.01820190788
765	0.01818629614
766	0.01814694476
767	0.01807643139
768	0.01801342253
769	0.01798263754
770	0.0179005739
771	0.01785695971
772	0.01776123391
773	0.01767704149
774	0.01763587999
775	0.01756362538
776	0.01754489877
777	0.01747010664
778	0.01745505105
779	0.01744104898
780	0.01740320067
781	0.01738861783
782	0.01733217983
783	0.01727028163
784	0.01725170976
785	0.01720514462
786	0.01716660884
787	0.0170839966
788	0.01704437874
789	0.01703002685
790	0.01698363518
791	0.01695758601
792	0.01693523767
793	0.01691708327
794	0.0168847407
795	0.01684248871
796	0.0168197034
797	0.01675035227
798	0.01671759797
799	0.01665527856
800	0.01655520246
801	0.01649045178
802	0.01643301963
803	0.0164103299
804	0.01634953454
805	0.01633439049
806	0.01629696227
807	0.01622376597
808	0.01619448776
809	0.01616940212
810	0.01614485418
811	0.01610191877
812	0.01608734621
813	0.01607042663
814	0.01605037744
815	0.01603946367
816	0.01602246416
817	0.01600571694
818	0.01599209405
819	0.01594244462
820	0.0158594092
821	0.01580304445
822	0.01578639928
823	0.01576586065
824	0.0157275473
825	0.01571676417
826	0.01566513857
827	0.01564774406
828	0.01562534056
829	0.01557203217
830	0.01555330261
831	0.01553351425
832	0.01549684638
833	0.01544328519
834	0.01536632622
835	0.01535519234
836	0.01532641679
837	0.01531593916
838	0.01527963641
839	0.01526996584
840	0.0152089072
841	0.01518084383
842	0.01516631985
843	0.01515007332
844	0.01513531972
845	0.01510216025
846	0.01505390581
847	0.01504392051
848	0.01501714372
849	0.01500067833
850	0.01498506679
851	0.01496548658
852	0.01495253422
853	0.01494239079
854	0.01492421857
855	0.01488714893
856	0.01483441467
857	0.01482044524
858	0.01477140006
859	0.01475575615
860	0.01471195757
861	0.01466672906
862	0.01464975593
863	0.01463201396
864	0.01459801083
865	0.01458875426
866	0.01456322863
867	0.01452543274
868	0.01445504876
869	0.01442400056
870	0.01439870405
871	0.01437389755
872	0.01436418688
873	0.01434629761
874	0.01432444396
875	0.01429299582
876	0.01424390332
877	0.01419692246
878	0.01417809118
879	0.01417143782
880	0.01413673798
881	0.01409817267
882	0.01405643191
883	0.01400912268
884	0.01396933628
885	0.01393728896
886	0.01388512419
887	0.01387265142
888	0.01382958443
889	0.01377439903
890	0.01376694863
891	0.01373902779
892	0.01371715942
893	0.0136765014
894	0.0136189066
895	0.01360054187
896	0.01358912777
897	0.01356195893
898	0.01351769345
899	0.01348505846
900	0.01343654003
901	0.01342606281
902	0.01341695434
903	0.01335539008
904	0.01328522679
905	0.01322611027
906	0.01317685383
907	0.01315547769
908	0.01314471601
909	0.01313042774
910	0.01307806308
911	0.01306819327
912	0.01305391627
913	0.01304625134
914	0.01303194181
915	0.01299559775
916	0.01296116838
917	0.01293277009
918	0.01291711327
919	0.01288659707
920	0.01282549221
921	0.01281061627
922	0.01278842072
923	0.01274006313
924	0.01272887034
925	0.01268470398
926	0.01267661992
927	0.01262288776
928	0.01260206038
929	0.01258513157
930	0.01254886116
931	0.01253268867
932	0.01252467806
933	0.01251638599
934	0.01246685313
935	0.01245564508
936	0.01244733634
937	0.01240488004
938	0.01239009807
939	0.01237377336
940	0.01236070116
941	0.01233157509
942	0.01232174444
943	0.012297971
944	0.01228861379
945	0.01227127683
946	0.01224031363
947	0.01221676672
948	0.01219744151
949	0.01216624404
950	0.01213368495
951	0.01209924612
952	0.01208780335
953	0.01207443043
954	0.01206709819
955	0.01204103743
956	0.01201064919
957	0.01197966111
958	0.01193351848
959	0.01190675826
960	0.01189249889
961	0.01188541938
962	0.01185793275
963	0.011829464
964	0.01178609902
965	0.01177603947
966	0.01173230588
967	0.01172382188
968	0.01168850373
969	0.01167024552
970	0.01166455274
971	0.01165718193
972	0.01165106187
973	0.01164109421
974	0.01163144684
975	0.01161613181
976	0.01158305253
977	0.01155775805
978	0.01154479106
979	0.01151671728
980	0.01148245757
981	0.01145200643
982	0.0114288478
983	0.01142195682
984	0.01140465652
985	0.01136298351
986	0.01134305888
987	0.01130444465
988	0.01128713752
989	0.01126112467
990	0.01123707462
991	0.0112219196
992	0.01121653671
993	0.01117209999
994	0.01116527012
995	0.01112761971
996	0.01111898936
997	0.01111104698
998	0.01110475705
999	0.01107527772
